"Codigo","Edad","Empleado","Estado Civil","Ocupacion","Genero","Horas por semana","Pais"
1896177,45,"Independiente","Soltero","Ventas","Male",45,"United-States"
1896277,34,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1896477,31,"Privado","Divorciado","Servicios generales","Female",15,"United-States"
1896577,19,,"Soltero",,"Male",40,"United-States"
1896677,45,"Privado","Divorciado","Apoyo técnico","Female",45,"United-States"
1896777,45,"Independiente","Casado","Servicios de Telecomunicaciones","Male",3,"United-States"
1896877,34,"Privado","Soltero","Personal de inspeccion ","Male",30,"United-States"
1897077,37,"Privado","Divorciado","Ventas","Female",40,"United-States"
1897177,20,"Privado","Soltero","Personal administrativo","Female",20,"United-States"
1897277,32,"Privado","Soltero","Ejecutivo y Gerencial","Male",48,"United-States"
1897477,39,"Privado","Casado","Personal de aseo","Male",40,"United-States"
1897577,18,"Privado","Soltero","Ventas","Female",30,"United-States"
1897677,62,"Independiente","Casado","Agricultura","Male",80,"United-States"
1897777,24,"Privado","Separado","Ejecutivo y Gerencial","Female",40,"United-States"
1897877,37,"Privado","Casado","Transporte","Male",45,"United-States"
1897977,46,"Privado","Viudo","Personal administrativo","Female",25,"United-States"
1898077,44,"Privado","Divorciado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1898177,53,"Privado","Soltero","Ventas","Male",48,"United-States"
1898277,25,"Privado","Soltero","Personal de aseo","Male",35,"United-States"
1898477,24,"Privado","Soltero","Ventas","Male",50,"United-States"
1898577,61,"Privado","Casado","Transporte","Male",20,"United-States"
1898677,45,"Publico-Municipal","Divorciado","Personal especializado","Female",40,"United-States"
1898777,33,"Independiente","Soltero","Mantenimiento y Reparaciones generales","Male",48,"United-States"
1898877,48,"Privado","Casado","Personal especializado","Male",45,"United-States"
1898977,26,"Publico-Municipal","Soltero","Personal de aseo","Male",30,"United-States"
1899077,40,,"Divorciado",,"Female",32,"United-States"
1899177,68,"Privado","Casado","Ventas","Male",40,"United-States"
1899277,24,"Privado","Divorciado","Servicios de Telecomunicaciones","Female",40,"United-States"
1899377,25,,"Casado",,"Male",60,"United-States"
1899477,31,"Publico-Municipal","Soltero","Personal especializado","Female",50,"United-States"
1899577,55,"Privado","Divorciado","Servicios generales","Female",38,"United-States"
1899677,46,"Privado","Divorciado","Ventas","Female",38,"United-States"
1899777,58,"Privado","Divorciado","Ejecutivo y Gerencial","Male",38,"United-States"
1899877,56,"Privado","Viudo","Servicios generales","Female",40,"United-States"
1899977,45,"Publico-Departamental","Soltero","Personal administrativo","Male",55,"United-States"
1900077,24,"Privado","Soltero","Ejecutivo y Gerencial","Male",40,"United-States"
1900177,35,"Publico-Municipal","Divorciado","Agricultura","Male",56,"United-States"
1900277,51,"Privado","Casado","Apoyo técnico","Male",40,"United-States"
1900377,47,"Privado","Casado","Personal especializado","Male",55,"United-States"
1900477,17,"Privado","Soltero","Personal administrativo","Female",10,"United-States"
1900577,21,"Privado","Soltero","Personal especializado","Female",40,"United-States"
1900677,45,"Privado","Soltero","Personal especializado","Female",40,"United-States"
1900777,42,"Privado","Casado","Ventas","Male",50,"United-States"
1900877,56,"Privado","Viudo","Servicios generales","Female",40,"United-States"
1900977,39,"Privado","Casado","Personal de aseo","Male",40,"United-States"
1901177,20,"Publico-Departamental","Soltero","Apoyo técnico","Male",40,"United-States"
1901277,65,"Independiente","Casado","Agricultura","Male",21,"United-States"
1901377,44,"Privado","Casado","Personal especializado","Male",45,"United-States"
1901477,33,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1901577,25,"Privado","Casado","Personal especializado","Male",45,"United-States"
1901677,38,"Privado","Casado","Ejecutivo y Gerencial","Male",50,"United-States"
1901777,31,"Publico-Municipal","Soltero","Transporte","Male",40,"United-States"
1901877,33,"Independiente","Casado","Ventas","Male",20,"United-States"
1901977,49,"Independiente","Divorciado","Servicios generales","Female",40,"United-States"
1902077,28,"Privado","Soltero","Ejecutivo y Gerencial","Female",40,"United-States"
1902177,29,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1902277,23,"Privado","Soltero","Servicios generales","Male",20,"United-States"
1902377,37,"Independiente","Casado","Personal especializado","Male",5,"United-States"
1902477,52,"Privado","Soltero","Personal especializado","Male",37,"United-States"
1902577,27,"Privado","Soltero","Personal de inspeccion ","Male",40,"United-States"
1902677,47,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",55,"United-States"
1902777,21,"Privado","Soltero","Personal administrativo","Female",40,"United-States"
1902977,61,"Privado","Casado","Personal administrativo","Male",40,"United-States"
1903077,32,"Privado","Casado","Personal especializado","Male",40,"United-States"
1903177,21,"Privado","Soltero","Ventas","Male",40,"United-States"
1903277,63,"Privado","Casado","Ventas","Male",40,"United-States"
1903377,34,"Privado","Casado","Servicios generales","Male",42,"United-States"
1903477,21,"Publico-Nacional","Soltero","Apoyo técnico","Male",10,"United-States"
1903577,44,"Privado","Divorciado","Servicios generales","Female",33,"United-States"
1903777,36,"Privado","Casado","Ejecutivo y Gerencial","Male",50,"United-States"
1904077,44,"Independiente","Casado","Ventas","Male",40,"United-States"
1904177,42,"Privado","Casado","Personal especializado","Female",40,"United-States"
1904277,60,,"Casado",,"Male",50,"United-States"
1904377,31,"Privado","Soltero","Personal especializado","Male",40,"United-States"
1904477,30,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1904577,23,"Privado","Soltero","Personal especializado","Female",25,"United-States"
1904677,81,"Publico-Nacional","Viudo","Servicios generales","Female",20,"United-States"
1904977,21,"Privado","Soltero","Ejecutivo y Gerencial","Female",38,"United-States"
1905077,28,"Publico-Municipal","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1905177,34,"Privado","Soltero","Ejecutivo y Gerencial","Female",40,"United-States"
1905277,47,"Privado","Soltero","Servicios generales","Female",40,"United-States"
1905377,36,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",50,"United-States"
1905477,27,"Privado","Soltero","Transporte","Male",99,"United-States"
1905777,42,"Publico-Nacional","Divorciado","Personal administrativo","Female",38,"United-States"
1905877,43,"Privado","Divorciado","Mantenimiento y Reparaciones generales","Male",35,"United-States"
1905977,48,,"Casado",,"Female",32,"United-States"
1906177,58,"Privado","Divorciado","Ventas","Female",24,"United-States"
1906377,37,"Privado","Casado","Ejecutivo y Gerencial","Male",46,"United-States"
1906477,41,"Independiente","Divorciado","Personal especializado","Female",15,"United-States"
1906577,31,"Privado","Separado","Mantenimiento y Reparaciones generales","Female",40,"United-States"
1906677,31,"Privado","Casado","Personal especializado","Male",35,"United-States"
1906777,53,"Publico-Municipal","Casado","Personal administrativo","Male",40,"United-States"
1906877,19,"Privado","Soltero","Ventas","Male",25,"United-States"
1906977,56,"Privado","Casado","Personal especializado","Male",50,"United-States"
1907077,55,"Publico-Departamental","Casado","Personal administrativo","Female",40,"United-States"
1907177,51,"Privado","Casado","Mantenimiento y Reparaciones generales","Female",40,"United-States"
1907277,62,"Privado","Soltero","Personal administrativo","Female",40,"United-States"
1907377,43,"Privado","Casado","Ventas","Male",50,"United-States"
1907477,45,,"Divorciado",,"Male",48,"United-States"
1907577,28,"Publico-Municipal","Casado","Mantenimiento y Reparaciones generales","Male",45,"United-States"
1907677,46,"Privado","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
1907777,62,"Publico-Nacional","Casado","Personal especializado","Male",40,"United-States"
1907877,57,"Publico-Municipal","Viudo","Servicios generales","Female",30,"United-States"
1907977,60,"Publico-Municipal","Casado","Personal especializado","Female",45,"United-States"
1908077,23,"Publico-Departamental","Soltero","Personal de aseo","Male",40,"United-States"
1908177,47,"Privado","Casado","Ventas","Male",60,"United-States"
1908277,21,"Privado","Soltero","Personal administrativo","Female",8,"United-States"
1908377,51,"Privado","Casado","Personal de aseo","Male",48,"United-States"
1908477,61,"Publico-Municipal","Casado","Personal de aseo","Male",40,"United-States"
1908577,52,"Independiente","Casado","Personal administrativo","Female",30,"United-States"
1908677,76,"Privado","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
1908777,24,"Privado","Soltero","Personal de aseo","Male",39,"United-States"
1908877,31,"Independiente","Soltero","Mantenimiento y Reparaciones generales","Male",55,"United-States"
1908977,43,"Privado","Casado","Ejecutivo y Gerencial","Male",50,"United-States"
1909077,58,"Publico-Departamental","Viudo","Personal especializado","Female",40,"United-States"
1909177,18,,"Soltero",,"Female",24,"United-States"
1909277,19,"Privado","Soltero","Personal administrativo","Female",25,"United-States"
1909377,44,"Privado","Divorciado","Ejecutivo y Gerencial","Female",45,"United-States"
1909477,41,"Publico-Municipal","Soltero","Personal especializado","Male",7,"United-States"
1909677,40,"Privado","Divorciado","Personal de aseo","Male",35,"United-States"
1909977,42,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1910077,35,"Privado","Soltero","Apoyo técnico","Male",40,"United-States"
1910177,19,"Privado","Soltero","Ventas","Female",12,"United-States"
1910277,60,"Privado","Casado","Servicios generales","Female",40,"United-States"
1910477,23,"Privado","Casado","Personal de aseo","Male",25,"United-States"
1910577,18,"Privado","Soltero","Personal administrativo","Female",40,"United-States"
1910677,40,"Privado","Casado","Ejecutivo y Gerencial","Male",45,"United-States"
1910777,19,"Privado","Soltero","Servicios generales","Female",15,"United-States"
1910877,51,"Privado","Divorciado","Personal especializado","Female",40,"United-States"
1910977,41,"Publico-Municipal","Casado","Servicios de Telecomunicaciones","Male",50,"United-States"
1911077,18,"Privado","Soltero","Servicios generales","Female",20,"United-States"
1911177,41,"Privado","Casado","Ventas","Female",40,"United-States"
1911277,27,"Privado","Soltero","Ejecutivo y Gerencial","Female",40,"United-States"
1911377,71,"Independiente","Divorciado","Mantenimiento y Reparaciones generales","Female",28,"United-States"
1911577,73,"Privado","Divorciado","Servicios generales","Female",20,"United-States"
1911677,45,"Privado","Casado","Servicios generales","Male",40,"United-States"
1911777,25,"Privado","Casado","Ventas","Male",40,"United-States"
1911877,50,"Privado","Casado","Personal especializado","Female",16,"United-States"
1912177,49,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",45,"United-States"
1912277,44,"Independiente","Casado","Ejecutivo y Gerencial","Male",45,"United-States"
1912377,42,"Publico-Departamental","Divorciado","Personal administrativo","Female",40,"United-States"
1912477,20,"Privado","Soltero","Personal de seguridad","Female",45,"United-States"
1912577,66,"Privado","Viudo","Apoyo técnico","Female",18,"United-States"
1912677,19,"Privado","Soltero","Ejecutivo y Gerencial","Male",15,"United-States"
1912777,60,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",55,"United-States"
1912877,46,"Privado","Separado","Personal especializado","Male",40,"United-States"
1912977,42,"Privado","Divorciado","Mantenimiento y Reparaciones generales","Male",35,"United-States"
1913177,58,"Privado","Casado","Ejecutivo y Gerencial","Male",60,"United-States"
1913277,47,"Privado","Divorciado","Personal administrativo","Female",40,"United-States"
1913377,58,"Privado","Casado","Apoyo técnico","Male",36,"United-States"
1913477,69,,"Casado",,"Male",40,"United-States"
1913577,17,,"Soltero",,"Female",40,"United-States"
1913677,19,"Privado","Soltero","Agricultura","Male",24,"United-States"
1913777,28,"Privado","Casado","Apoyo técnico","Male",70,"United-States"
1913877,37,"Privado","Separado","Personal especializado","Female",40,"United-States"
1913977,30,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",50,"United-States"
1914077,36,"Privado","Divorciado","Personal especializado","Male",40,"United-States"
1914177,45,"Privado","Divorciado","Transporte","Male",76,"United-States"
1914277,59,"Privado","Casado","Servicios generales","Female",99,"United-States"
1914377,45,"Privado","Casado","Personal de aseo","Male",40,"United-States"
1914477,53,"Publico-Municipal","Divorciado","Personal especializado","Female",40,"United-States"
1914577,37,"Privado","Divorciado","Ventas","Female",40,"United-States"
1914677,26,"Privado","Soltero","Ventas","Female",40,"United-States"
1914777,53,"Publico-Municipal","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1914877,44,"Publico-Nacional","Casado","Servicios generales","Female",15,"United-States"
1914977,27,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1915077,22,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1915177,41,"Privado","Divorciado","Transporte","Male",40,"United-States"
1915277,53,"Privado","Casado","Personal de inspeccion ","Male",40,"United-States"
1915377,58,"Privado","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
1915477,34,,"Separado",,"Female",53,"United-States"
1915577,32,"Privado","Casado","Personal especializado","Male",60,"United-States"
1915777,47,"Privado","Casado","Personal especializado","Female",40,"United-States"
1915877,27,"Privado","Casado","Agricultura","Male",40,"United-States"
1915977,25,"Privado","Soltero","Personal de aseo","Male",40,"United-States"
1916077,40,"Privado","Divorciado","Personal de inspeccion ","Female",40,"United-States"
1916177,36,"Independiente","Casado","Ventas","Male",92,"United-States"
1916277,23,"Publico-Municipal","Soltero","Transporte","Male",40,"United-States"
1916377,44,"Privado","Casado","Personal de inspeccion ","Male",40,"United-States"
1916477,19,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",60,"United-States"
1916577,42,"Privado","Soltero","Ventas","Male",40,"United-States"
1916677,60,"Independiente","Casado","Agricultura","Male",15,"United-States"
1916777,41,"Privado","Casado","Ventas","Male",45,"United-States"
1916877,45,"Publico-Departamental","Soltero","Transporte","Female",40,"United-States"
1916977,67,,"Casado",,"Male",49,"United-States"
1917177,52,"Publico-Nacional","Divorciado","Personal especializado","Female",40,"United-States"
1917277,28,"Privado","Soltero","Personal administrativo","Male",18,"United-States"
1917377,83,"Independiente","Divorciado","Ventas","Male",20,"United-States"
1917477,17,"Privado","Soltero","Servicios generales","Male",20,"United-States"
1917577,27,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1917677,35,"Independiente","Soltero","Agricultura","Male",60,"United-States"
1917777,40,"Privado","Soltero","Personal administrativo","Female",40,"United-States"
1917877,23,"Privado","Casado","Ventas","Female",25,"United-States"
1917977,51,"Publico-Municipal","Casado","Personal de aseo","Male",40,"United-States"
1918177,82,,"Viudo",,"Male",20,"United-States"
1918277,28,"Privado","Soltero","Ejecutivo y Gerencial","Female",45,"United-States"
1918577,19,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",45,"United-States"
1918677,30,"Privado","Casado","Ventas","Female",50,"United-States"
1918877,66,"Privado","Casado","Ventas","Male",15,"United-States"
1918977,27,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1919077,35,"Privado","Casado","Personal de inspeccion ","Male",40,"United-States"
1919177,17,"Privado","Soltero","Personal de aseo","Male",15,"United-States"
1919277,27,"Privado","Soltero","Personal de inspeccion ","Male",40,"United-States"
1919377,27,"Privado","Soltero","Personal especializado","Male",50,"United-States"
1919477,44,"Publico-Municipal","Casado","Servicios de Telecomunicaciones","Female",40,"United-States"
1919577,64,"Privado","Casado","Transporte","Male",16,"United-States"
1919677,62,"Independiente","Viudo","Ventas","Female",15,"United-States"
1919777,26,"Privado","Casado","Ventas","Male",40,"United-States"
1919877,40,"Privado","Separado","Personal de inspeccion ","Male",40,"United-States"
1919977,40,"Privado","Casado","Personal especializado","Male",40,"United-States"
1920077,35,"Privado","Divorciado","Personal administrativo","Female",40,"United-States"
1920277,52,"Publico-Municipal","Viudo","Personal administrativo","Female",24,"United-States"
1920377,46,"Privado","Casado","Personal administrativo","Female",40,"United-States"
1920477,30,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1920577,52,"Privado","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
1920677,28,"Privado","Soltero","Transporte","Male",40,"United-States"
1920777,17,"Privado","Soltero","Servicios generales","Female",25,"United-States"
1920877,46,"Publico-Nacional","Soltero","Servicios generales","Female",40,"United-States"
1920977,45,"Privado","Divorciado","Ejecutivo y Gerencial","Male",40,"United-States"
1921077,21,"Privado","Soltero","Personal especializado","Female",32,"United-States"
1921177,18,"Independiente","Casado","Servicios generales","Female",40,"United-States"
1921277,17,"Privado","Soltero","Servicios generales","Male",15,"United-States"
1921377,90,"Privado","Divorciado","Ventas","Female",37,"United-States"
1921477,23,"Privado","Soltero","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1921577,41,"Privado","Casado","Personal especializado","Male",40,"United-States"
1921677,19,"Independiente","Soltero","Agricultura","Male",50,"United-States"
1921777,69,"Privado","Casado","Transporte","Male",40,"United-States"
1921877,23,"Publico-Departamental","Soltero","Ejecutivo y Gerencial","Female",32,"United-States"
1921977,28,"Privado","Soltero","Apoyo técnico","Male",54,"United-States"
1922077,37,"Privado","Casado","Ventas","Male",45,"United-States"
1922177,57,"Privado","Casado","Ventas","Male",30,"United-States"
1922277,30,"Publico-Municipal","Soltero","Servicios de Telecomunicaciones","Male",40,"United-States"
1922377,48,"Privado","Separado","Personal administrativo","Female",40,"United-States"
1922477,73,"Privado","Viudo","Servicios generales","Female",32,"United-States"
1922677,33,"Privado","Soltero","Ejecutivo y Gerencial","Male",40,"United-States"
1922777,36,"Privado","Casado","Personal de inspeccion ","Male",40,"United-States"
1922877,28,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1922977,57,"Privado","Divorciado","Servicios generales","Female",40,"United-States"
1923077,31,"Privado","Soltero","Servicios generales","Female",40,"United-States"
1923177,35,,"Divorciado",,"Male",38,"United-States"
1923277,40,"Publico-Nacional","Divorciado","Servicios generales","Female",48,"United-States"
1923377,32,"Privado","Soltero","Personal especializado","Female",40,"United-States"
1923477,35,,"Soltero",,"Male",40,"United-States"
1923677,27,"Independiente","Separado","Ventas","Female",40,"United-States"
1923777,17,"Privado","Soltero","Servicios generales","Female",18,"United-States"
1923877,29,"Privado","Soltero","Mantenimiento y Reparaciones generales","Female",40,"United-States"
1923977,18,"Privado","Soltero","Servicios generales","Female",30,"United-States"
1924077,20,"Privado","Soltero","Ventas","Male",30,"United-States"
1924177,69,,"Casado",,"Male",24,"United-States"
1924277,18,"Publico-Nacional","Soltero","Servicios generales","Female",40,"United-States"
1924377,56,"Privado","Soltero","Servicios generales","Female",40,"United-States"
1924477,40,"Privado","Separado","Servicios generales","Female",8,"United-States"
1924577,46,"Privado","Divorciado","Ejecutivo y Gerencial","Male",40,"United-States"
1924777,53,"Privado","Viudo","Ejecutivo y Gerencial","Female",40,"United-States"
1924877,50,"Privado","Casado","Ejecutivo y Gerencial","Male",50,"United-States"
1924977,23,"Privado","Soltero","Personal de aseo","Male",50,"United-States"
1925077,40,"Privado","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
1925177,54,"Independiente","Casado","Transporte","Male",40,"United-States"
1925277,45,"Privado","Divorciado","Ejecutivo y Gerencial","Female",40,"United-States"
1925377,53,"Publico-Municipal","Casado","Transporte","Male",40,"United-States"
1925577,50,"Publico-Municipal","Divorciado","Ejecutivo y Gerencial","Female",40,"United-States"
1925677,22,,"Soltero",,"Male",25,"United-States"
1925877,40,"Independiente","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1925977,36,"Publico-Nacional","Soltero","Personal especializado","Male",40,"United-States"
1926077,25,"Independiente","Soltero","Ventas","Male",50,"United-States"
1926177,29,"Privado","Casado","Personal de inspeccion ","Male",40,"United-States"
1926277,29,"Privado","Soltero","Agricultura","Male",50,"United-States"
1926377,22,"Privado","Soltero","Ventas","Female",40,"United-States"
1926577,60,"Publico-Municipal","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
1926677,37,"Privado","Casado","Personal de inspeccion ","Male",50,"United-States"
1926777,53,"Privado","Divorciado","Personal de inspeccion ","Female",40,"United-States"
1926877,23,"Publico-Nacional","Soltero","Personal administrativo","Female",20,"United-States"
1926977,18,"Privado","Soltero","Personal de seguridad","Female",10,"United-States"
1927077,36,"Privado","Divorciado","Ventas","Female",45,"United-States"
1927177,67,"Independiente","Casado","Ejecutivo y Gerencial","Male",50,"United-States"
1927277,31,"Privado","Soltero","Personal de aseo","Male",60,"United-States"
1927377,26,"Privado","Casado","Ventas","Male",48,"United-States"
1927477,18,"Privado","Soltero","Personal administrativo","Female",20,"United-States"
1927577,45,"Publico-Municipal","Divorciado","Personal especializado","Female",40,"United-States"
1927677,64,"Privado","Casado","Ventas","Male",40,"United-States"
1927777,26,"Privado","Soltero","Ventas","Female",38,"United-States"
1927877,53,"Privado","Divorciado","Personal especializado","Female",40,"United-States"
1928077,32,"Privado","Divorciado","Personal de inspeccion ","Male",40,"United-States"
1928177,49,"Independiente","Divorciado","Ejecutivo y Gerencial","Female",30,"United-States"
1928277,59,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1928377,44,"Privado","Casado","Personal especializado","Male",55,"United-States"
1928477,61,"Independiente","Casado","Agricultura","Male",60,"United-States"
1928577,41,,"Divorciado",,"Female",40,"United-States"
1928677,46,"Publico-Nacional","Separado","Personal administrativo","Female",37,"United-States"
1928777,32,"Privado","Soltero","Personal administrativo","Male",40,"United-States"
1928877,29,"Privado","Soltero","Ventas","Female",35,"United-States"
1928977,48,"Privado","Soltero","Ejecutivo y Gerencial","Male",40,"United-States"
1929077,32,"Privado","Divorciado","Ejecutivo y Gerencial","Female",30,"United-States"
1929177,21,"Privado","Soltero","Personal de aseo","Female",35,"United-States"
1929277,50,"Independiente","Casado","Personal especializado","Male",50,"United-States"
1929377,44,"Publico-Municipal","Casado","Personal especializado","Male",44,"United-States"
1929477,51,"Privado","Separado","Personal administrativo","Female",40,"United-States"
1929577,42,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1929677,27,"Privado","Soltero","Servicios de Telecomunicaciones","Female",40,"United-States"
1929777,70,"Independiente","Casado","Ejecutivo y Gerencial","Male",3,"United-States"
1929877,33,"Privado","Divorciado","Ejecutivo y Gerencial","Female",40,"United-States"
1929977,65,"Independiente","Casado","Agricultura","Male",60,"United-States"
1930177,32,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1930277,30,"Privado","Divorciado","Personal especializado","Female",40,"United-States"
1930377,43,"Independiente","Casado","Ejecutivo y Gerencial","Male",40,"United-States"
1930477,31,"Privado","Soltero","Servicios generales","Male",40,"United-States"
1930577,64,"Publico-Departamental","Divorciado","Personal administrativo","Female",40,"United-States"
1930677,37,"Publico-Municipal","Separado","Servicios de Telecomunicaciones","Male",52,"United-States"
1930777,49,"Independiente","Divorciado","Ventas","Male",40,"United-States"
1930877,29,"Privado","Soltero","Personal de inspeccion ","Male",48,"United-States"
1930977,35,"Publico-Municipal","Divorciado","Ejecutivo y Gerencial","Male",40,"United-States"
1931077,37,"Privado","Casado","Personal especializado","Male",45,"United-States"
1931177,42,"Publico-Nacional","Casado","Personal especializado","Male",50,"United-States"
1931277,21,,"Soltero",,"Male",40,"United-States"
1931377,23,"Privado","Soltero","Ventas","Male",40,"United-States"
1931477,35,"Publico-Municipal","Soltero","Servicios generales","Female",40,"United-States"
1931577,29,"Publico-Nacional","Casado","Servicios de Telecomunicaciones","Male",40,"United-States"
1931677,23,"Privado","Soltero","Servicios generales","Female",25,"United-States"
1931877,45,"Privado","Soltero","Personal especializado","Male",40,"United-States"
1931977,24,,"Soltero",,"Male",50,"United-States"
1932077,38,"Privado","Soltero","Personal de aseo","Male",50,"United-States"
1932177,28,,"Soltero",,"Female",38,"United-States"
1932277,23,"Privado","Soltero","Ventas","Female",48,"United-States"
1932477,45,"Privado","Casado","Ejecutivo y Gerencial","Male",50,"United-States"
1932577,68,"Privado","Divorciado","Ejecutivo y Gerencial","Female",43,"United-States"
1932677,60,"Publico-Departamental","Divorciado","Personal especializado","Male",40,"United-States"
1932877,41,"Privado","Separado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1932977,48,"Privado","Divorciado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1933077,33,"Privado","Casado","Personal de inspeccion ","Male",40,"United-States"
1933177,48,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1933277,23,"Publico-Municipal","Soltero","Personal administrativo","Female",20,"United-States"
1933377,26,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",45,"United-States"
1933477,55,"Independiente","Casado","Ejecutivo y Gerencial","Male",50,"United-States"
1933577,35,"Publico-Nacional","Casado","Personal especializado","Male",75,"United-States"
1933677,52,"Privado","Casado","Ejecutivo y Gerencial","Male",55,"United-States"
1933777,46,"Publico-Nacional","Separado","Personal administrativo","Female",38,"United-States"
1933877,72,,"Casado",,"Male",1,"United-States"
1933977,18,"Privado","Soltero","Servicios generales","Female",30,"United-States"
1934077,62,"Publico-Municipal","Divorciado","Transporte","Male",40,"United-States"
1934177,22,"Privado","Soltero","Transporte","Female",30,"United-States"
1934277,40,"Privado","Casado","Personal administrativo","Female",40,"United-States"
1934377,26,"Privado","Casado","Ventas","Male",50,"United-States"
1934477,35,"Privado","Casado","Ventas","Female",36,"United-States"
1934577,25,"Independiente","Soltero","Ventas","Female",40,"United-States"
1934677,46,,"Casado",,"Female",35,"United-States"
1934877,41,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",45,"United-States"
1935077,37,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1935177,38,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",43,"United-States"
1935477,67,"Independiente","Viudo","Personal especializado","Male",2,"United-States"
1935577,60,"Privado","Divorciado","Personal especializado","Female",48,"United-States"
1935677,39,"Independiente","Casado","Personal especializado","Male",50,"United-States"
1935777,32,"Independiente","Casado","Transporte","Male",60,"United-States"
1935877,26,"Privado","Soltero","Personal especializado","Female",45,"United-States"
1935977,39,"Privado","Divorciado","Apoyo técnico","Female",50,"United-States"
1936077,28,"Privado","Soltero","Personal administrativo","Female",40,"United-States"
1936177,29,"Privado","Divorciado","Mantenimiento y Reparaciones generales","Female",52,"United-States"
1936277,43,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",50,"United-States"
1936377,23,"Privado","Soltero","Apoyo técnico","Male",25,"United-States"
1936477,32,"Privado","Casado","Ventas","Male",45,"United-States"
1936577,33,"Independiente","Casado","Personal especializado","Female",60,"United-States"
1936677,45,"Privado","Divorciado","Servicios generales","Female",35,"United-States"
1936777,48,"Privado","Divorciado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1936877,43,"Publico-Municipal","Casado","Personal especializado","Male",45,"United-States"
1936977,50,"Independiente","Casado","Transporte","Male",40,"United-States"
1937077,63,"Privado","Soltero","Apoyo técnico","Male",40,"United-States"
1937177,55,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1937277,22,"Privado","Soltero","Ejecutivo y Gerencial","Female",35,"United-States"
1937377,32,"Independiente","Soltero","Servicios generales","Male",60,"United-States"
1937477,27,"Privado","Casado","Ejecutivo y Gerencial","Male",55,"United-States"
1937577,22,"Privado","Soltero","Ventas","Female",15,"United-States"
1937677,44,"Privado","Divorciado","Transporte","Male",68,"United-States"
1937777,34,"Privado","Separado","Servicios generales","Female",40,"United-States"
1937877,28,"Privado","Soltero","Personal de inspeccion ","Female",40,"United-States"
1937977,40,"Privado","Casado","Personal especializado","Female",24,"United-States"
1938077,45,"Privado","Casado","Transporte","Male",55,"United-States"
1938177,17,"Privado","Soltero","Servicios generales","Male",15,"United-States"
1938277,53,"Independiente","Casado","Mantenimiento y Reparaciones generales","Male",45,"United-States"
1938377,58,"Privado","Casado","Mantenimiento y Reparaciones generales","Male",40,"United-States"
1938477,55,"Independiente","Soltero","Mantenimiento y Reparaciones generales","Male",35,"United-States"
1938577,44,"Publico-Municipal","Soltero","Mantenimiento y Reparaciones generales","Male",44,"United-States"
1938677,40,"Independiente","Casado","Mantenimiento y Reparaciones generales","Male",30,"United-States"
1938777,58,"Independiente","Casado","Ejecutivo y Gerencial","Male",50,"United-States"
